genes	com_341	com_738	com_862	com_876	com_900	com_908	com_947	com_962	com_JB	locus_tag	ftype	bp	EC	COG	product
trpC	1	1	1	1	1	1	1	1	1	IFGBOHMA_00702	CDS	783	4.1.1.48		Indole-3-glycerol phosphate synthase
trpD	1	1	1	1	1	1	1	1	1	AGEJDLBK_01002	CDS	1122	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
trpD2	1	1	1	1	1	1	1	1	1	IFGBOHMA_00701	CDS	1017	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
trpE	1	1	1	1	1	1	1	1	1	GGCDANDK_01339	CDS	1578	4.1.3.27	COG0147	Anthranilate synthase component 1
trpG	1	1	1	1	1	1	1	1	1	HAJKDPKL_02676	CDS	714	4.1.3.27	COG0512	Anthranilate synthase component 2
trpS	1	1	1	1	1	1	1	1	1	LKFOIOBI_02069	CDS	990	6.1.1.2		Tryptophan--tRNA ligase
trpS2	1	1	1	1	1	1	1	1	1	HAJKDPKL_01529	CDS	1077	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
truA	1	1	1	1	1	1	1	1	1	BGMKIKPO_02227	CDS	807	5.4.99.12	COG0101	tRNA pseudouridine synthase A
truB	1	1	1	1	1	1	1	1	1	IGOCDMGC_02217	CDS	918	5.4.99.25		tRNA pseudouridine synthase B
trxA	1	1	1	1	1	1	1	1	1	FAGDNHIP_01972	CDS	315		COG0526	Thioredoxin
trxB	1	1	1	1	1	1	1	1	1	NGPGJBKC_01241	CDS	1062	1.8.1.9	COG0492	Thioredoxin reductase
trxC	1	1	1	1	1	1	1	1	1	GGCDANDK_01673	CDS	459		COG0526	Putative thioredoxin 2
tsaB	1	1	1	1	1	1	1	1	1	HGOKLDLI_02640	CDS	663		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
tsaD	1	1	1	1	1	1	1	1	1	JOIMIODL_00786	CDS	1059	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
tsaE	1	1	1	1	1	1	1	1	1	PIPEENFB_00680	CDS	462		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
tsf	1	1	1	1	1	1	1	1	1	EPECHOLL_01417	CDS	879			Elongation factor Ts
tspO	1	1	1	1	1	1	1	1	1	IFGBOHMA_01302	CDS	495		COG3476	Tryptophan-rich sensory protein
ttgW	1	1	1	1	1	1	1	1	1	GGCDANDK_03286	CDS	768			putative HTH-type transcriptional regulator TtgW
ttuB	1	1	1	1	1	1	1	1	1	AGEJDLBK_03006	CDS	1314			Putative tartrate transporter
tuf	1	1	1	1	1	1	1	1	1	IHGJPHMH_01376	CDS	1194		COG0050	Elongation factor Tu
tylCV	1	1	1	1	1	1	1	1	1	EPECHOLL_02227	CDS	1215	2.4.1.318		Demethyllactenocin mycarosyltransferase
tylM1	1	1	1	1	1	1	1	1	1	EPECHOLL_01004	CDS	717	2.1.1.235		dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase
typA	1	1	1	1	1	1	1	1	1	LKFOIOBI_01962	CDS	1848		COG1217	GTP-binding protein TypA/BipA
tyrA	1	1	1	1	1	1	1	1	1	DPNJBGPE_00934	CDS	345		COG0287	T-protein
tyrB	1	1	1	1	1	1	1	1	1	BGMKIKPO_00860	CDS	1290	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
tyrC	1	1	1	1	1	1	1	1	1	HGOKLDLI_01146	CDS	1092	1.3.1.43		Cyclohexadienyl dehydrogenase
tyrS	1	1	1	1	1	1	1	1	1	IHGJPHMH_03520	CDS	1287	6.1.1.1		Tyrosine--tRNA ligase
uacT	1	1	1	1	1	1	1	1	1	ADMANBBD_01268	CDS	1575		COG2233	Uric acid transporter UacT
uao	1	1	1	1	1	1	1	1	1	AGDBFNGI_03263	CDS	495			Uric acid degradation bifunctional protein
ubiB	1	1	1	1	1	1	1	1	1	IHGJPHMH_00020	CDS	1782	2.7.-.-	COG0661	putative protein kinase UbiB
ubiE	1	1	1	1	1	1	1	1	1	IOFEINNK_01943	CDS	603	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ubiG	1	1	1	1	1	1	1	1	1	HAJKDPKL_00446	CDS	705	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
ucpA	1	1	1	1	1	1	1	1	1	EPECHOLL_01820	CDS	756	1.-.-.-		Oxidoreductase UcpA
uctC	1	1	1	1	1	1	1	1	1	IHGJPHMH_03228	CDS	1176	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
udh	1	1	1	1	1	1	1	1	1	DNNBHHGK_02863	CDS	786	1.1.1.203	COG0451	Uronate dehydrogenase
udk	1	1	1	1	1	1	1	1	1	MOFHFCGN_01242	CDS	624	2.7.1.48		Uridine kinase
ugpA	1	1	1	1	1	1	1	1	1	DNNBHHGK_02339	CDS	951		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
ugpB	1	1	1	1	1	1	1	1	1	AGBMBALL_02305	CDS	1356		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
ugpQ	1	1	1	1	1	1	1	1	1	NGPGJBKC_01345	CDS	837	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
ugtP	1	1	1	1	1	1	1	1	1	ADMANBBD_02956	CDS	1413	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
uidA	1	1	1	1	1	1	1	1	1	HAJKDPKL_01072	CDS	1956	3.2.1.31	COG3250	Beta-glucuronidase
ulaA	1	1	1	1	1	1	1	1	1	MCMEOHNO_02676	CDS	1629		COG3037	Ascorbate-specific PTS system EIIC component
ulaC	1	1	1	1	1	1	1	1	1	FAGDNHIP_01300	CDS	441		COG1762	Ascorbate-specific PTS system EIIA component
ulaF	1	1	1	1	1	1	1	1	1	MCMEOHNO_03437	CDS	789	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
ung	1	1	1	1	1	1	1	1	1	LKFOIOBI_02427	CDS	657	3.2.2.27		Uracil-DNA glycosylase
uox	1	1	1	1	1	1	1	1	1	ADMANBBD_01257	CDS	885	1.7.3.3		Uricase
upp	1	1	1	1	1	1	1	1	1	DPNJBGPE_01804	CDS	639	2.4.2.9		Uracil phosphoribosyltransferase
uppP	1	1	1	1	1	1	1	1	1	IHGJPHMH_01470	CDS	834	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
uppS	1	1	1	1	1	1	1	1	1	FAGDNHIP_02103	CDS	765	2.5.1.-		Isoprenyl transferase
ureA	1	1	1	1	1	1	1	1	1	DPNJBGPE_01803	CDS	303	3.5.1.5		Urease subunit gamma
ureB	1	1	1	1	1	1	1	1	1	NGPGJBKC_03465	CDS	582	3.5.1.5		Urease subunit beta
ureC	1	1	1	1	1	1	1	1	1	LKFOIOBI_00194	CDS	1716	3.5.1.5		Urease subunit alpha
ureD1	1	1	1	1	1	1	1	1	1	IGOCDMGC_01623	CDS	843		COG0829	Urease accessory protein UreD
ureE	1	1	1	1	1	1	1	1	1	IFGBOHMA_00102	CDS	453			Urease accessory protein UreE
ureF	1	1	1	1	1	1	1	1	1	MOFHFCGN_02110	CDS	690		COG0830	Urease accessory protein UreF
ureG	1	1	1	1	1	1	1	1	1	JOIMIODL_01581	CDS	771			Urease accessory protein UreG
uvrA	1	1	1	1	1	1	1	1	1	AGEJDLBK_00878	CDS	2871		COG0178	UvrABC system protein A
uvrB	1	1	1	1	1	1	1	1	1	JOIMIODL_02178	CDS	2106		COG0556	UvrABC system protein B
uvrC	1	1	1	1	1	1	1	1	1	HAJKDPKL_00702	CDS	1941		COG0322	UvrABC system protein C
uvrD1	1	1	1	1	1	1	1	1	1	DPNJBGPE_01106	CDS	3141	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
uvrD2	1	1	1	1	1	1	1	1	1	LDOPIMGM_02210	CDS	2040	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
uxaC	1	1	1	1	1	1	1	1	1	MCMEOHNO_03058	CDS	1440	5.3.1.12	COG1904	Uronate isomerase
uxuA	1	1	1	1	1	1	1	1	1	BGMKIKPO_02635	CDS	1032	4.2.1.8	COG1312	Mannonate dehydratase
uxuB	1	1	1	1	1	1	1	1	1	PIPEENFB_01983	CDS	825	1.-.-.-	COG1028	putative oxidoreductase UxuB
valS	1	1	1	1	1	1	1	1	1	PIPEENFB_00939	CDS	2631	6.1.1.9		Valine--tRNA ligase
vanW	1	1	1	1	1	1	1	1	1	IGOCDMGC_01803	CDS	825		COG2720	Vancomycin B-type resistance protein VanW
vanYB	1	1	1	1	1	1	1	1	1	IHGJPHMH_02245	CDS	1080	3.4.16.4	COG1876	D-alanyl-D-alanine carboxypeptidase
veg	1	1	1	1	1	1	1	1	1	MOFHFCGN_02859	CDS	264		COG4466	Protein Veg
ves	1	1	1	1	1	1	1	1	1	MCCDGJGB_02182	CDS	516			Protein Ves
vldH	1	1	1	1	1	1	1	1	1	FAGDNHIP_00316	CDS	645	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
vpr	1	1	1	1	1	1	1	1	1	JOIMIODL_00571	CDS	2685	3.4.21.-	COG1404	Minor extracellular protease vpr
vraR	1	1	1	1	1	1	1	1	1	PIPEENFB_01812	CDS	630		COG2197	Response regulator protein VraR
vraS	1	1	1	1	1	1	1	1	1	IFGBOHMA_02006	CDS	1044	2.7.13.3		Sensor protein VraS
walK	1	1	1	1	1	1	1	1	1	FAGDNHIP_02247	CDS	1833	2.7.13.3		Sensor protein kinase WalK
walR	1	1	1	1	1	1	1	1	1	PIPEENFB_01194	CDS	702		COG0745	Transcriptional regulatory protein WalR
wbbD	1	1	1	1	1	1	1	1	1	FOMIDEFL_02763	CDS	873	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
wbpD	1	1	1	1	1	1	1	1	1	AGBMBALL_02210	CDS	687	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
wbpI	1	1	1	1	1	1	1	1	1	JOIMIODL_03375	CDS	1065	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
wecA	1	1	1	1	1	1	1	1	1	DPNJBGPE_02169	CDS	1125	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
wecC	1	1	1	1	1	1	1	1	1	NGPGJBKC_00433	CDS	1326	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
wecD	1	1	1	1	1	1	1	1	1	LDOPIMGM_00449	CDS	588	2.3.1.210		dTDP-fucosamine acetyltransferase
wecH	1	1	1	1	1	1	1	1	1	IOFEINNK_01825	CDS	1149	2.3.1.-	COG3274	O-acetyltransferase WecH
whiA	1	1	1	1	1	1	1	1	1	MCMEOHNO_01621	CDS	999		COG1481	Putative sporulation transcription regulator WhiA
whiB	1	1	1	1	1	1	1	1	1	JOIMIODL_03360	CDS	333			Transcriptional regulator WhiB
whiB1	1	1	1	1	1	1	1	1	1	MCCDGJGB_02630	CDS	249			Transcriptional regulator WhiB1
whiB4	1	1	1	1	1	1	1	1	1	HAJKDPKL_00299	CDS	303			Transcriptional regulator WhiB4
whiB7	1	1	1	1	1	1	1	1	1	LJFCBDKD_00766	CDS	327			putative transcriptional regulator WhiB7
xdh	1	1	1	1	1	1	1	1	1	NGPGJBKC_00419	CDS	1164	1.1.1.179		D-xylose dehydrogenase
xecA1	1	1	1	1	1	1	1	1	1	MCCDGJGB_02876	CDS	1041	4.4.1.23		2-hydroxypropyl-CoM lyase
xecE	1	1	1	1	1	1	1	1	1	HAJKDPKL_03275	CDS	789	1.1.1.269		2-(S)-hydroxypropyl-CoM dehydrogenase
xerC	1	1	1	1	1	1	1	1	1	GGCDANDK_03364	CDS	270			Tyrosine recombinase XerC
xerD	1	1	1	1	1	1	1	1	1	IHGJPHMH_00376	CDS	1026		COG4974	Tyrosine recombinase XerD
xpt	1	1	1	1	1	1	1	1	1	IGOCDMGC_02120	CDS	582	2.4.2.22		Xanthine phosphoribosyltransferase
xsc	1	1	1	1	1	1	1	1	1	LDOPIMGM_01757	CDS	1653	2.3.3.15		Sulfoacetaldehyde acetyltransferase
xseA	1	1	1	1	1	1	1	1	1	EBMLHIBA_01218	CDS	1308	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
xseB	1	1	1	1	1	1	1	1	1	IGOCDMGC_00736	CDS	237	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
xthA	1	1	1	1	1	1	1	1	1	AGBMBALL_01126	CDS	801	3.1.11.2	COG0708	Exodeoxyribonuclease III
xylA	1	1	1	1	1	1	1	1	1	NGPGJBKC_01657	CDS	1179	5.3.1.5		Xylose isomerase
xylB	1	1	1	1	1	1	1	1	1	EPECHOLL_02094	CDS	1497	2.7.1.17	COG1070	Xylulose kinase
xylE	1	1	1	1	1	1	1	1	1	IOFEINNK_03106	CDS	1692			D-xylose-proton symporter
xylF	1	1	1	1	1	1	1	1	1	AGEJDLBK_01404	CDS	1095		COG4213	D-xylose-binding periplasmic protein
xylG	1	1	1	1	1	1	1	1	1	JOIMIODL_03407	CDS	1572	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
xylH	1	1	1	1	1	1	1	1	1	IHGJPHMH_01816	CDS	1212		COG4214	Xylose transport system permease protein XylH
xylP	1	1	1	1	1	1	1	1	1	HGOKLDLI_01770	CDS	1434			Isoprimeverose transporter
xylT	1	1	1	1	1	1	1	1	1	EPECHOLL_02069	CDS	1410			D-xylose transporter
xynA1	1	1	1	1	1	1	1	1	1	DPNJBGPE_01610	CDS	2580	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
yaaQ	1	1	1	1	1	1	1	1	1	IFGBOHMA_02241	CDS	330		COG3870	putative protein YaaQ
yabA	1	1	1	1	1	1	1	1	1	IGOCDMGC_00906	CDS	342		COG4467	Initiation-control protein YabA
yabJ	1	1	1	1	1	1	1	1	1	IHGJPHMH_00362	CDS	465	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
yacL	1	1	1	1	1	1	1	1	1	EPECHOLL_02480	CDS	1059	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
yacP	1	1	1	1	1	1	1	1	1	HGOKLDLI_02551	CDS	525		COG3688	putative protein YacP
yafV	1	1	1	1	1	1	1	1	1	MOFHFCGN_02518	CDS	786	3.5.1.3		Omega-amidase YafV
yajC	1	1	1	1	1	1	1	1	1	IGOCDMGC_00845	CDS	261		COG1862	Sec translocon accessory complex subunit YajC
ybaK	1	1	1	1	1	1	1	1	1	MCMEOHNO_01946	CDS	480	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
ybaN	1	1	1	1	1	1	1	1	1	BGMKIKPO_00531	CDS	381		COG2832	Inner membrane protein YbaN
ybbH	1	1	1	1	1	1	1	1	1	DPNJBGPE_00580	CDS	909		COG1737	putative HTH-type transcriptional regulator YbbH
ybcJ	1	1	1	1	1	1	1	1	1	EBMLHIBA_00275	CDS	231		COG2501	putative protein YbcJ
ybeY	1	1	1	1	1	1	1	1	1	MOFHFCGN_01207	CDS	462	3.1.-.-	COG0319	Endoribonuclease YbeY
ybfF	1	1	1	1	1	1	1	1	1	GGCDANDK_02835	CDS	789	3.1.-.-	COG0596	Esterase YbfF
ybgJ	1	1	1	1	1	1	1	1	1	HAJKDPKL_01842	CDS	1872		COG2049	putative protein YbgJ
ybhA	1	1	1	1	1	1	1	1	1	MCMEOHNO_00379	CDS	888	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
ybhF	1	1	1	1	1	1	1	1	1	IHGJPHMH_02811	CDS	954		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
ybhS	1	1	1	1	1	1	1	1	1	LKFOIOBI_00019	CDS	1095		COG0842	putative multidrug ABC transporter permease YbhS
ybiT	1	1	1	1	1	1	1	1	1	HGOKLDLI_01169	CDS	1602		COG0488	putative ABC transporter ATP-binding protein YbiT
ybiV	1	1	1	1	1	1	1	1	1	MOFHFCGN_02095	CDS	810	3.1.3.23	COG0561	Sugar phosphatase YbiV
ybjJ	1	1	1	1	1	1	1	1	1	IOFEINNK_03104	CDS	1245			Inner membrane protein YbjJ
yccF	1	1	1	1	1	1	1	1	1	EBMLHIBA_03654	CDS	402		COG3304	Inner membrane protein YccF
yccS	1	1	1	1	1	1	1	1	1	HGOKLDLI_00673	CDS	1917		COG1289	Inner membrane protein YccS
yccU	1	1	1	1	1	1	1	1	1	HAJKDPKL_02698	CDS	519		COG1832	putative protein YccU
yccX	1	1	1	1	1	1	1	1	1	FOMIDEFL_03343	CDS	315	3.6.1.7	COG1254	Acylphosphatase
ycfH	1	1	1	1	1	1	1	1	1	EPECHOLL_02398	CDS	774	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
ychF	1	1	1	1	1	1	1	1	1	LJFCBDKD_03446	CDS	1086		COG0012	Ribosome-binding ATPase YchF
yciC	1	1	1	1	1	1	1	1	1	LDOPIMGM_00716	CDS	1182		COG0523	Putative metal chaperone YciC
yciI	1	1	1	1	1	1	1	1	1	FOMIDEFL_01288	CDS	285		COG2350	Protein YciI
yciK	1	1	1	1	1	1	1	1	1	AGBMBALL_00448	CDS	933	1.-.-.-	COG1028	putative oxidoreductase YciK
yciO	1	1	1	1	1	1	1	1	1	LDOPIMGM_03200	CDS	576		COG0009	putative protein YciO
ycjO	1	1	1	1	1	1	1	1	1	DPNJBGPE_01979	CDS	903		COG1175	Inner membrane ABC transporter permease protein YcjO
ycjP	1	1	1	1	1	1	1	1	1	JOIMIODL_02577	CDS	891		COG0395	Inner membrane ABC transporter permease protein YcjP
yclM	1	1	1	1	1	1	1	1	1	PIPEENFB_01934	CDS	1368	2.7.2.4	COG0527	Aspartokinase 3
yclQ	1	1	1	1	1	1	1	1	1	JOIMIODL_00128	CDS	1011		COG4607	putative ABC transporter solute-binding protein YclQ
ycnE	1	1	1	1	1	1	1	1	1	BGMKIKPO_00613	CDS	285	1.-.-.-	COG1359	Putative monooxygenase YcnE
ycsE	1	1	1	1	1	1	1	1	1	JOIMIODL_00431	CDS	969	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
ydaD	1	1	1	1	1	1	1	1	1	LKFOIOBI_00228	CDS	870	1.-.-.-		General stress protein 39
ydaF	1	1	1	1	1	1	1	1	1	LJFCBDKD_03089	CDS	666	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
ydaP	1	1	1	1	1	1	1	1	1	HGOKLDLI_02213	CDS	1743		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
ydbM	1	1	1	1	1	1	1	1	1	GGCDANDK_02160	CDS	1206	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
ydbP	1	1	1	1	1	1	1	1	1	MOFHFCGN_01775	CDS	321		COG0526	Thioredoxin-like protein YdbP
ydcP	1	1	1	1	1	1	1	1	1	PIPEENFB_00891	CDS	924	3.4.-.-	COG0826	putative protease YdcP
ydcV	1	1	1	1	1	1	1	1	1	PIPEENFB_00128	CDS	810			Inner membrane ABC transporter permease protein YdcV
ydeN	1	1	1	1	1	1	1	1	1	EPECHOLL_00042	CDS	558	3.-.-.-	COG3545	Putative hydrolase YdeN
ydfJ	1	1	1	1	1	1	1	1	1	LDOPIMGM_00649	CDS	2397		COG2409	Membrane protein YdfJ
ydgH	1	1	1	1	1	1	1	1	1	GGCDANDK_01733	CDS	2319		COG2409	Putative membrane protein YdgH
ydhF	1	1	1	1	1	1	1	1	1	HAJKDPKL_00085	CDS	936	1.-.-.-	COG4989	Oxidoreductase YdhF
ydhK	1	1	1	1	1	1	1	1	1	EBMLHIBA_03384	CDS	594			putative protein YdhK
ydhP	1	1	1	1	1	1	1	1	1	HAJKDPKL_02345	CDS	1326		COG2814	Inner membrane transport protein YdhP
ydjF	1	1	1	1	1	1	1	1	1	LDOPIMGM_00499	CDS	747		COG1842	Phage shock protein A 
ydjM	1	1	1	1	1	1	1	1	1	LKFOIOBI_00619	CDS	495		COG1988	Inner membrane protein YdjM
ydjP	1	1	1	1	1	1	1	1	1	IOFEINNK_01570	CDS	804	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
ydjZ	1	1	1	1	1	1	1	1	1	EBMLHIBA_03382	CDS	804		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
yeaD	1	1	1	1	1	1	1	1	1	MCMEOHNO_01714	CDS	942	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
yecS	1	1	1	1	1	1	1	1	1	AGBMBALL_01435	CDS	1173		COG0765	L-cystine transport system permease protein YecS
yedI	1	1	1	1	1	1	1	1	1	LJFCBDKD_01628	CDS	1098		COG2354	Inner membrane protein YedI
yedJ	1	1	1	1	1	1	1	1	1	PIPEENFB_02868	CDS	651		COG1418	putative protein YedJ
yedK	1	1	1	1	1	1	1	1	1	MCMEOHNO_02355	CDS	747	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
yedY1	1	1	1	1	1	1	1	1	1	AGDBFNGI_00592	CDS	1593		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
yeeD	1	1	1	1	1	1	1	1	1	IGOCDMGC_02361	CDS	228		COG0425	Putative sulfur carrier protein YeeD
yehY	1	1	1	1	1	1	1	1	1	JOIMIODL_00066	CDS	651		COG1174	Glycine betaine uptake system permease protein YehY
yehZ	1	1	1	1	1	1	1	1	1	HAJKDPKL_01819	CDS	951		COG1732	Glycine betaine-binding protein YehZ
yesO	1	1	1	1	1	1	1	1	1	FOMIDEFL_00513	CDS	1323		COG1653	Putative ABC transporter substrate-binding protein YesO
yetJ	1	1	1	1	1	1	1	1	1	LKFOIOBI_02345	CDS	660		COG0670	putative protein YetJ
yfbR	1	1	1	1	1	1	1	1	1	PIPEENFB_00469	CDS	642	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
yfcA	1	1	1	1	1	1	1	1	1	HAJKDPKL_03408	CDS	819		COG0730	putative membrane transporter protein YfcA
yfdE	1	1	1	1	1	1	1	1	1	DPNJBGPE_02776	CDS	1323	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
yfeX	1	1	1	1	1	1	1	1	1	MCCDGJGB_01528	CDS	1104	1.11.1.-	COG2837	putative deferrochelatase/peroxidase YfeX
yfhA	1	1	1	1	1	1	1	1	1	BGMKIKPO_01452	CDS	999		COG0609	putative siderophore transport system permease protein YfhA
yfhH	1	1	1	1	1	1	1	1	1	FAGDNHIP_02484	CDS	315			putative protein YfhH
yfhP	1	1	1	1	1	1	1	1	1	IGOCDMGC_01925	CDS	978		COG1988	putative protein YfhP
yfiC	1	1	1	1	1	1	1	1	1	PIPEENFB_02641	CDS	732	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
yfiR	1	1	1	1	1	1	1	1	1	GGCDANDK_02674	CDS	570			putative HTH-type transcriptional regulator YfiR
yfiT	1	1	1	1	1	1	1	1	1	BGMKIKPO_01998	CDS	510	3.-.-.-		Putative metal-dependent hydrolase YfiT
yfiY	1	1	1	1	1	1	1	1	1	MCMEOHNO_03350	CDS	1089		COG0614	putative siderophore-binding lipoprotein YfiY
yfiZ	1	1	1	1	1	1	1	1	1	GGCDANDK_00071	CDS	1041		COG0609	putative siderophore transport system permease protein YfiZ
yfkN	1	1	1	1	1	1	1	1	1	HGOKLDLI_00372	CDS	1320		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
yflT	1	1	1	1	1	1	1	1	1	BGMKIKPO_00421	CDS	333			General stress protein 17M
yfmC	1	1	1	1	1	1	1	1	1	GGCDANDK_00695	CDS	969		COG4594	Fe(3+)-citrate-binding protein YfmC
yfmJ	1	1	1	1	1	1	1	1	1	HGOKLDLI_00966	CDS	1008	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
yfmO	1	1	1	1	1	1	1	1	1	AGBMBALL_01526	CDS	1305			Multidrug efflux protein YfmO
yfnB	1	1	1	1	1	1	1	1	1	EPECHOLL_01573	CDS	687	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
ygaZ	1	1	1	1	1	1	1	1	1	IFGBOHMA_02582	CDS	696		COG1296	Inner membrane protein YgaZ
ygbN	1	1	1	1	1	1	1	1	1	LJFCBDKD_00453	CDS	1509		COG2610	Inner membrane permease YgbN
ygfZ	1	1	1	1	1	1	1	1	1	MCCDGJGB_01766	CDS	1203			tRNA-modifying protein YgfZ
yghA	1	1	1	1	1	1	1	1	1	DNNBHHGK_02870	CDS	900	1.-.-.-		putative oxidoreductase YghA
yhaJ	1	1	1	1	1	1	1	1	1	MCCDGJGB_01801	CDS	933			HTH-type transcriptional regulator YhaJ
yhaM	1	1	1	1	1	1	1	1	1	IGOCDMGC_00443	CDS	942	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
yhaN	1	1	1	1	1	1	1	1	1	BGMKIKPO_00084	CDS	2934		COG4717	putative protein YhaN
yhaO	1	1	1	1	1	1	1	1	1	IGOCDMGC_00445	CDS	1185		COG0420	putative metallophosphoesterase YhaO
yhaP	1	1	1	1	1	1	1	1	1	HGOKLDLI_00833	CDS	1239		COG1668	putative protein YhaP
yhbO	1	1	1	1	1	1	1	1	1	NGPGJBKC_00177	CDS	555	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
yhcR	1	1	1	1	1	1	1	1	1	AGEJDLBK_02300	CDS	2652	3.1.31.-	COG0737	Endonuclease YhcR
yhdG	1	1	1	1	1	1	1	1	1	MCCDGJGB_01818	CDS	1494		COG0531	putative amino acid permease YhdG
yhdN	1	1	1	1	1	1	1	1	1	HGOKLDLI_02604	CDS	984	1.1.1.-	COG0667	Aldo-keto reductase YhdN
yheH	1	1	1	1	1	1	1	1	1	HGOKLDLI_00659	CDS	1764	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
yheI	1	1	1	1	1	1	1	1	1	LKFOIOBI_00295	CDS	1782	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
yheS	1	1	1	1	1	1	1	1	1	LKFOIOBI_01024	CDS	684		COG0488	putative ABC transporter ATP-binding protein YheS
yhfK	1	1	1	1	1	1	1	1	1	AGDBFNGI_00326	CDS	687	4.-.-.-	COG0702	putative sugar epimerase YhfK
yhfP	1	1	1	1	1	1	1	1	1	MOFHFCGN_00508	CDS	990	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
yhfS	1	1	1	1	1	1	1	1	1	BGMKIKPO_01613	CDS	1143	2.3.1.-	COG0183	Putative acetyl-CoA C-acetyltransferase YhfS
yhfT	1	1	1	1	1	1	1	1	1	LJFCBDKD_02726	CDS	1125	6.2.1.-	COG0318	putative acyl--CoA ligase YhfT
yhgF	1	1	1	1	1	1	1	1	1	MOFHFCGN_02596	CDS	2151		COG2183	Protein YhgF
yhhQ	1	1	1	1	1	1	1	1	1	AGEJDLBK_03089	CDS	750		COG1738	Queuosine precursor transporter
yhhS	1	1	1	1	1	1	1	1	1	EPECHOLL_00469	CDS	1200			putative MFS-type transporter YhhS
yhhT	1	1	1	1	1	1	1	1	1	PIPEENFB_00215	CDS	1086		COG0628	Putative transport protein YhhT
yhhX	1	1	1	1	1	1	1	1	1	NGPGJBKC_00092	CDS	1089	1.-.-.-	COG0673	putative oxidoreductase YhhX
yhjE	1	1	1	1	1	1	1	1	1	AGDBFNGI_01806	CDS	1356			Inner membrane metabolite transport protein YhjE
yhjX	1	1	1	1	1	1	1	1	1	AGBMBALL_00707	CDS	1572			putative MFS-type transporter YhjX
