"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SEQ_341_10","SEQ_738_7","SEQ_862_5","SEQ_876_5","SEQ_900_4","SEQ_908_10","SEQ_947_12","SEQ_962_6","SEQ_BC9"
"sceD_2","","putative transglycosylase SceD","1","1","1","14","902","103","2","","686","686","686","","","","","","","","","EPECHOLL_02052"
"group_3922","","hypothetical protein","1","1","1","14","64","564","1","","419","419","419","","","","","","","","","EPECHOLL_02055"
"group_3923","yjjG","Pyrimidine 5'-nucleotidase YjjG","1","1","1","14","65","455","1","","317","317","317","","","","","","","","","EPECHOLL_02057"
"group_3924","","hypothetical protein","1","1","1","14","880","540","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","161","161","161","","","","","","","","","EPECHOLL_02070"
"group_3925","dsrE2","Sulfur carrier protein DsrE2","1","1","1","14","66","628","4","","1061","1061","1061","","","","","","","","","EPECHOLL_02075"
"group_3926","hbd","3-hydroxybutyryl-CoA dehydrogenase","1","1","1","14","70","569","3","","938","938","938","","","","","","","","","EPECHOLL_02082"
"xylB_4","","Xylulose kinase","1","1","1","14","73","336","1","","1496","1496","1496","","","","","","","","","EPECHOLL_02094"
"group_3928","tenI","Thiazole tautomerase","1","1","1","14","74","336","2","","584","584","584","","","","","","","","","EPECHOLL_02095"
"group_3929","","hypothetical protein","1","1","1","14","75","428","1","","200","200","200","","","","","","","","","EPECHOLL_02097"
"group_3930","ydaG","General stress protein 26","1","1","1","14","80","495","1","","428","428","428","","","","","","","","","EPECHOLL_02112"
"group_3931","","Putative 2-dehydropantoate 2-reductase","1","1","1","14","81","339","2","","860","860","860","","","","","","","","","EPECHOLL_02117"
"group_3932","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase","1","1","1","14","82","339","1","","812","812","812","","","","","","","","","EPECHOLL_02118"
"group_3933","","hypothetical protein","1","1","1","14","826","22","4","","104","104","104","","","","","","","","","EPECHOLL_02122"
"group_3934","","hypothetical protein","1","1","1","14","1640","2","172","","185","185","185","","","","","","","","","EPECHOLL_02124"
"group_3935","","hypothetical protein","1","1","1","14","1600","2","244","","185","185","185","","","","","","","","","EPECHOLL_02142"
"group_3936","","hypothetical protein","1","1","1","14","1613","2","257","","1223","1223","1223","","","","","","","","","EPECHOLL_02129"
"group_3937","","hypothetical protein","1","1","1","14","1595","2","239","","1223","1223","1223","","","","","","","","","EPECHOLL_02147"
"czrA_2","","HTH-type transcriptional repressor CzrA","1","1","1","14","1612","2","256","","335","335","335","","","","","","","","","EPECHOLL_02130"
"group_3939","czrA_3","HTH-type transcriptional repressor CzrA","1","1","1","14","1594","2","238","","335","335","335","","","","","","","","","EPECHOLL_02148"
"group_3940","","tRNA-Cys(gca)","1","1","1","14","1610","2","254","","70","70","70","","","","","","","","","EPECHOLL_02132"
"group_3941","","tRNA-Cys(gca)","1","1","1","14","1592","2","236","","70","70","70","","","","","","","","","EPECHOLL_02150"
"copY_1","","Transcriptional repressor CopY","1","1","1","14","1609","2","253","","431","431","431","","","","","","","","","EPECHOLL_02133"
"copY_2","","Transcriptional repressor CopY","1","1","1","14","1591","2","235","","431","431","431","","","","","","","","","EPECHOLL_02151"
"copA_2","","Copper-exporting P-type ATPase","1","1","1","14","1608","2","252","","2456","2456","2456","","","","","","","","","EPECHOLL_02134"
"copA_3","","Copper-exporting P-type ATPase","1","1","1","14","1590","2","234","","2456","2456","2456","","","","","","","","","EPECHOLL_02152"
"group_3946","","hypothetical protein","1","1","1","14","1607","2","251","","284","284","284","","","","","","","","","EPECHOLL_02135"
"group_3947","","hypothetical protein","1","1","1","14","1589","2","233","","284","284","284","","","","","","","","","EPECHOLL_02153"
"copZ_2","","Copper chaperone CopZ","1","1","1","14","1606","2","250","","209","209","209","","","","","","","","","EPECHOLL_02136"
"copZ_3","","Copper chaperone CopZ","1","1","1","14","1588","2","232","","209","209","209","","","","","","","","","EPECHOLL_02154"
"nap_1","","putative carboxylesterase nap","1","1","1","14","1605","2","249","","821","821","821","","","","","","","","","EPECHOLL_02137"
"nap_2","","putative carboxylesterase nap","1","1","1","14","1587","2","231","","821","821","821","","","","","","","","","EPECHOLL_02155"
"group_3952","","hypothetical protein","1","1","1","14","1604","2","248","","971","971","971","","","","","","","","","EPECHOLL_02138"
"group_3953","","hypothetical protein","1","1","1","14","1586","2","230","","971","971","971","","","","","","","","","EPECHOLL_02156"
"group_3954","","hypothetical protein","1","1","1","14","1603","2","247","","365","365","365","","","","","","","","","EPECHOLL_02139"
"group_3955","","hypothetical protein","1","1","1","14","1585","2","229","","365","365","365","","","","","","","","","EPECHOLL_02157"
"group_3956","","hypothetical protein","1","1","1","14","1602","2","246","","374","374","374","","","","","","","","","EPECHOLL_02140"
"group_3957","","hypothetical protein","1","1","1","14","1584","2","228","","374","374","374","","","","","","","","","EPECHOLL_02158"
"group_3958","","hypothetical protein","1","1","1","14","1006","309","6","","296","296","296","","","","","","","","","EPECHOLL_02159"
"group_3959","","hypothetical protein","1","1","1","14","1007","309","5","","512","512","512","","","","","","","","","EPECHOLL_02160"
"group_3960","","hypothetical protein","1","1","1","14","1008","309","4","","317","317","317","","","","","","","","","EPECHOLL_02161"
"group_3961","","hypothetical protein","1","1","1","14","1009","309","3","","1445","1445","1445","","","","","","","","","EPECHOLL_02162"
"group_3962","natA_3","ABC transporter ATP-binding protein NatA","1","1","1","14","1010","309","2","","722","722","722","","","","","","","","","EPECHOLL_02163"
"bdbD_2","","Disulfide bond formation protein D","1","1","1","14","1011","309","1","","659","659","659","","","","","","","","","EPECHOLL_02164"
"group_3964","","hypothetical protein","1","1","1","14","1028","1","427","","809","809","809","","","","","","","","","EPECHOLL_02173"
"proC_2","","Pyrroline-5-carboxylate reductase","1","1","1","14","1026","1","429","","773","773","773","","","","","","","","","EPECHOLL_02175"
"group_3966","","hypothetical protein","1","1","1","14","1025","1","430","","530","530","530","","","","","","","","","EPECHOLL_02176"
"group_3967","","hypothetical protein","1","1","1","14","1201","1","431","","254","254","254","","","","","","","","","EPECHOLL_02177"
"catM","","HTH-type transcriptional regulator CatM","1","1","1","14","1202","1","432","","818","818","818","","","","","","","","","EPECHOLL_02178"
"group_3969","","hypothetical protein","1","1","1","14","1203","1","433","","146","146","146","","","","","","","","","EPECHOLL_02179"
"group_3970","","hypothetical protein","1","1","1","14","1209","1","426","","242","242","242","","","","","","","","","EPECHOLL_02182"
"group_3971","","hypothetical protein","1","1","1","14","1210","1","425","","1709","1709","1709","","","","","","","","","EPECHOLL_02183"
"group_3972","","hypothetical protein","1","1","1","14","1211","1","424","","3275","3275","3275","","","","","","","","","EPECHOLL_02184"
"group_3973","cobB","NAD-dependent protein deacetylase","1","1","1","14","1188","1","416","","734","734","734","","","","","","","","","EPECHOLL_02190"
"group_3974","","hypothetical protein","1","1","1","14","1239","1","386","","95","95","95","","","","","","","","","EPECHOLL_02196"
"group_3975","thrZ","Threonine--tRNA ligase 2","1","1","1","14","1238","1","385","","1913","1913","1913","","","","","","","","","EPECHOLL_02197"
"group_3976","yjaB","putative N-acetyltransferase YjaB","1","1","1","14","1237","1","384","","443","443","443","","","","","","","","","EPECHOLL_02198"
"group_3977","","hypothetical protein","1","1","1","14","1236","1","383","","1181","1181","1181","","","","","","","","","EPECHOLL_02199"
"group_3978","","hypothetical protein","1","1","1","14","1235","1","382","","176","176","176","","","","","","","","","EPECHOLL_02200"
"recD","","RecBCD enzyme subunit RecD","1","1","1","14","1234","1","381","","3188","3188","3188","","","","","","","","","EPECHOLL_02201"
"group_3980","","hypothetical protein","1","1","1","14","1233","1","380","","2495","2495","2495","","","","","","","","","EPECHOLL_02202"
"group_3981","","hypothetical protein","1","1","1","14","1232","1","379","","590","590","590","","","","","","","","","EPECHOLL_02203"
"group_3982","hin_4","DNA-invertase hin","1","1","1","14","1231","1","378","","566","566","566","","","","","","","","","EPECHOLL_02204"
"group_3983","","hypothetical protein","1","1","1","14","1230","1","377","","3536","3536","3536","","","","","","","","","EPECHOLL_02205"
"group_3984","","hypothetical protein","1","1","1","14","1229","1","376","","692","692","692","","","","","","","","","EPECHOLL_02206"
"group_3985","","hypothetical protein","1","1","1","14","1228","1","375","","995","995","995","","","","","","","","","EPECHOLL_02207"
"recF_1","","DNA replication and repair protein RecF","1","1","1","14","4476","1","374","","1562","1562","1562","","","","","","","","","EPECHOLL_02208"
"group_3987","","hypothetical protein","1","1","1","14","4477","1","373","","464","464","464","","","","","","","","","EPECHOLL_02209"
"group_3988","","hypothetical protein","1","1","1","14","4478","1","372","","641","641","641","","","","","","","","","EPECHOLL_02210"
"group_3989","","hypothetical protein","1","1","1","14","4479","1","371","","491","491","491","","","","","","","","","EPECHOLL_02211"
"group_3990","","hypothetical protein","1","1","1","14","4480","1","370","","194","194","194","","","","","","","","","EPECHOLL_02212"
"group_3991","","hypothetical protein","1","1","1","14","4481","1","369","","350","350","350","","","","","","","","","EPECHOLL_02213"
"group_3992","","hypothetical protein","1","1","1","14","4482","1","368","","770","770","770","","","","","","","","","EPECHOLL_02214"
"group_3993","","hypothetical protein","1","1","1","14","4483","1","367","","800","800","800","","","","","","","","","EPECHOLL_02215"
"group_3994","","hypothetical protein","1","1","1","14","1256","454","1","","104","104","104","","","","","","","","","EPECHOLL_02217"
"icaC_3","","putative poly-beta-1,6-N-acetyl-D-glucosamine export protein","1","1","1","14","1259","30","2","","1076","1076","1076","","","","","","","","","EPECHOLL_02256"
"group_3996","","hypothetical protein","1","1","1","14","1260","30","3","","140","140","140","","","","","","","","","EPECHOLL_02257"
"group_3997","","hypothetical protein","1","1","1","14","1258","30","1","","236","236","236","","","","","","","","","EPECHOLL_02259"
"group_3998","","hypothetical protein","1","1","1","14","4430","310","1","","101","101","101","","","","","","","","","EPECHOLL_02265"
"group_3999","","hypothetical protein","1","1","1","14","4429","310","2","","308","308","308","","","","","","","","","EPECHOLL_02266"
"group_4","","hypothetical protein","1","1","1","14","4237","2","5","","1004","1004","1004","","","","","","","","PIPEENFB_02728",""
"group_4000","","hypothetical protein","1","1","1","14","4392","310","3","","185","185","185","","","","","","","","","EPECHOLL_02267"
"group_4001","","hypothetical protein","1","1","1","14","4393","310","4","","194","194","194","","","","","","","","","EPECHOLL_02268"
"group_4002","fabG_4","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","14","4394","310","5","","794","794","794","","","","","","","","","EPECHOLL_02269"
"group_4003","srlB","PTS system glucitol/sorbitol-specific EIIA component","1","1","1","14","4386","57","2","","350","350","350","","","","","","","","","EPECHOLL_02274"
"group_4004","","hypothetical protein","1","1","1","14","1268","2","315","","617","617","617","","","","","","","","","EPECHOLL_02277"
"group_4005","","putative zinc-binding alcohol dehydrogenase","1","1","1","14","1285","2","313","","1148","1148","1148","","","","","","","","","EPECHOLL_02280"
"group_4006","cocE","Cocaine esterase","1","1","1","14","1284","2","312","","1688","1688","1688","","","","","","","","","EPECHOLL_02281"
"group_4007","","hypothetical protein","1","1","1","14","1283","2","311","","587","587","587","","","","","","","","","EPECHOLL_02282"
"group_4008","","hypothetical protein","1","1","1","14","1282","2","310","","215","215","215","","","","","","","","","EPECHOLL_02283"
"group_4009","","hypothetical protein","1","1","1","14","1281","2","309","","1499","1499","1499","","","","","","","","","EPECHOLL_02284"
"group_401","fosB","Metallothiol transferase FosB","1","1","1","14","3678","3","9","","221","221","221","","BGMKIKPO_03120","","","","","","",""
"group_4010","","hypothetical protein","1","1","1","14","1280","2","308","","239","239","239","","","","","","","","","EPECHOLL_02285"
