"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brevi_341_13.fa","Brevi_738_8.fa","Brevi_862_7.fa","Brevi_876_7.fa","Brevi_900_6.fa","Brevi_908_7.fa","Brevi_947_7.fa","Brevi_962_8.fa","Brevi_JB5.fa"
"group_229","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","56","5977","1","392","","308","308","308","","","GGCDANDK_03510","","","","","",""
"group_231","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","56","4217","1","1634","","308","308","308","","","","","","EBMLHIBA_03252","","",""
"group_2317","","putative protein","1","1","1","56","6817","216","1","","827","827","827","AGEJDLBK_02926","","","","","","","",""
"group_2318","","hypothetical protein","1","1","1","56","7131","63","3","","158","158","158","AGEJDLBK_02934","","","","","","","",""
"group_2320","","hypothetical protein","1","1","1","56","6819","63","4","","581","581","581","AGEJDLBK_02936","","","","","","","",""
"group_2321","ponA1_1","Penicillin-binding protein 1A","1","1","1","56","6827","150","4","","2393","2393","2393","AGEJDLBK_02949","","","","","","","",""
"group_234","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","81","1","490","1","Investigate","308","308","308","","","","","LDOPIMGM_03313","","","",""
"group_2340","","hypothetical protein","1","1","1","56","7040","228","1","","827","827","827","AGEJDLBK_03001","","","","","","","",""
"group_235","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","56","1201","1","1213","","308","308","308","","","","","","","","","ADMANBBD_00868"
"group_2363","","hypothetical protein","1","1","1","56","1526","80","1","","455","455","455","AGEJDLBK_03093","","","","","","","",""
"group_2372","sttH","Streptothricin hydrolase","1","1","1","56","6942","163","3","","626","626","626","AGEJDLBK_03131","","","","","","","",""
"group_2385","nikB","Nickel transport system permease protein NikB","1","1","1","56","6899","155","3","","938","938","938","AGEJDLBK_03161","","","","","","","",""
"group_2386","gsiD_3","Glutathione transport system permease protein GsiD","1","1","1","56","6898","155","4","","878","878","878","AGEJDLBK_03162","","","","","","","",""
"group_2387","oppD_2","Oligopeptide transport ATP-binding protein OppD","1","1","1","56","6897","155","5","","842","842","842","AGEJDLBK_03163","","","","","","","",""
"oppF_2","","Oligopeptide transport ATP-binding protein OppF","1","1","1","56","6896","155","2","","932","932","932","AGEJDLBK_03164","","","","","","","",""
"group_2389","ddpA_2","putative D,D-dipeptide-binding periplasmic protein DdpA","1","1","1","56","6895","155","1","","1544","1544","1544","AGEJDLBK_03165","","","","","","","",""
"group_2404","","hypothetical protein","1","1","1","56","5454","40","8","","1283","1283","1283","AGEJDLBK_03189","","","","","","","",""
"group_2405","","hypothetical protein","1","1","1","56","5455","40","9","","482","482","482","AGEJDLBK_03190","","","","","","","",""
"group_2406","","hypothetical protein","1","1","1","56","5456","40","10","","380","380","380","AGEJDLBK_03191","","","","","","","",""
"group_2407","","hypothetical protein","1","1","1","56","5457","40","11","","347","347","347","AGEJDLBK_03192","","","","","","","",""
"ftsK_2","","DNA translocase FtsK","1","1","1","56","5461","40","17","","1244","1244","1244","AGEJDLBK_03194","","","","","","","",""
"group_2409","xerD_3","Tyrosine recombinase XerD","1","1","1","56","5462","40","18","","1100","1100","1100","AGEJDLBK_03195","","","","","","","",""
"lpxG","","UDP-2,3-diacylglucosamine pyrophosphatase LpxG","1","1","1","56","1601","96","4","","971","971","971","AGEJDLBK_03230","","","","","","","",""
"lcoP_1","","Betaine/ectoine transporter LcoP","1","1","1","56","5641","391","1","","623","623","623","","MCCDGJGB_00867","","","","","","",""
"group_2453","","hypothetical protein","1","1","1","56","4877","269","1","","1076","1076","1076","AGEJDLBK_03374","","","","","","","",""
"group_247","","hypothetical protein","1","1","1","56","3729","4","5","","287","287","287","","MCCDGJGB_02005","","","","","","",""
"group_2479","","hypothetical protein","1","1","1","56","1102","1","1270","","1769","1769","1769","AGEJDLBK_03428","","","","","","","",""
"group_2480","","hypothetical protein","1","1","1","56","1103","1","1155","","938","938","938","AGEJDLBK_03429","","","","","","","",""
"group_2481","","hypothetical protein","1","1","1","56","1104","1","1156","","2063","2063","2063","AGEJDLBK_03430","","","","","","","",""
"group_2483","","hypothetical protein","1","1","1","56","765","1","1182","","386","386","386","AGEJDLBK_03434","","","","","","","",""
"group_2484","","hypothetical protein","1","1","1","56","766","1","1181","","1193","1193","1193","AGEJDLBK_03435","","","","","","","",""
"group_2485","","hypothetical protein","1","1","1","56","768","1","1179","","2879","2879","2879","AGEJDLBK_03437","","","","","","","",""
"group_2486","addA","ATP-dependent helicase/nuclease subunit A","1","1","1","56","769","1","1178","","3413","3413","3413","AGEJDLBK_03438","","","","","","","",""
"group_2487","","hypothetical protein","1","1","1","56","770","1","1177","","527","527","527","AGEJDLBK_03439","","","","","","","",""
"group_2488","kdgR_1","Transcriptional regulator KdgR","1","1","1","56","771","1","1176","","227","227","227","AGEJDLBK_03440","","","","","","","",""
"group_2489","kdgR_2","Pectin degradation repressor protein KdgR","1","1","1","56","772","1","888","","335","335","335","AGEJDLBK_03441","","","","","","","",""
"group_249","","hypothetical protein","1","1","1","56","3728","4","4","","1379","1379","1379","","MCCDGJGB_03800","","","","","","",""
"dgoK1","","putative 2-dehydro-3-deoxygalactonokinase DgoK1","1","1","1","56","773","1","889","","779","779","779","AGEJDLBK_03442","","","","","","","",""
"group_2491","","hypothetical protein","1","1","1","56","774","1","890","","1040","1040","1040","AGEJDLBK_03443","","","","","","","",""
"group_2492","","hypothetical protein","1","1","1","56","775","1","891","","470","470","470","AGEJDLBK_03444","","","","","","","",""
"group_2495","","hypothetical protein","1","1","1","56","1290","1","232","","1337","1337","1337","AGEJDLBK_03450","","","","","","","",""
"mcrB","","5-methylcytosine-specific restriction enzyme B","1","1","1","56","1291","1","231","","1868","1868","1868","AGEJDLBK_03451","","","","","","","",""
"fokIM","","Modification methylase FokI","1","1","1","56","1292","1","230","","1058","1058","1058","AGEJDLBK_03452","","","","","","","",""
"group_2498","","hypothetical protein","1","1","1","56","1293","1","229","","1715","1715","1715","AGEJDLBK_03453","","","","","","","",""
"group_2499","","hypothetical protein","1","1","1","56","1294","1","228","","785","785","785","AGEJDLBK_03454","","","","","","","",""
"group_2500","","hypothetical protein","1","1","1","56","1287","1","280","","278","278","278","AGEJDLBK_03456","","","","","","","",""
"group_2501","","hypothetical protein","1","1","1","56","1286","1","279","","245","245","245","AGEJDLBK_03457","","","","","","","",""
"group_2502","","hypothetical protein","1","1","1","56","1285","1","278","","761","761","761","AGEJDLBK_03458","","","","","","","",""
"group_2503","argC","N-acetyl-gamma-glutamyl-phosphate reductase","1","1","1","56","1096","1","266","","1109","1109","1109","AGEJDLBK_03460","","","","","","","",""
"group_2505","wecB","UDP-N-acetylglucosamine 2-epimerase","1","1","1","56","5329","1","55","","1142","1142","1142","AGEJDLBK_03474","","","","","","","",""
"group_2506","ykvP_1","Spore protein YkvP","1","1","1","56","5330","1","203","","1883","1883","1883","AGEJDLBK_03475","","","","","","","",""
"group_2507","pglF","UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase","1","1","1","56","5331","1","204","","1916","1916","1916","AGEJDLBK_03476","","","","","","","",""
"group_2508","","hypothetical protein","1","1","1","56","5366","1","206","","1358","1358","1358","AGEJDLBK_03478","","","","","","","",""
"group_2509","kanE","Alpha-D-kanosaminyltransferase","1","1","1","56","5367","1","207","","1745","1745","1745","AGEJDLBK_03479","","","","","","","",""
"group_2510","tagG_2","Teichoic acid translocation permease protein TagG","1","1","1","56","5368","1","208","","881","881","881","AGEJDLBK_03480","","","","","","","",""
"group_2511","tagH_2","Teichoic acids export ATP-binding protein TagH","1","1","1","56","5369","1","209","","1307","1307","1307","AGEJDLBK_03481","","","","","","","",""
"group_2512","","hypothetical protein","1","1","1","56","5370","1","210","","869","869","869","AGEJDLBK_03482","","","","","","","",""
"ykvP_2","","Spore protein YkvP","1","1","1","56","5371","1","211","","2210","2210","2210","AGEJDLBK_03483","","","","","","","",""
"group_2514","","hypothetical protein","1","1","1","56","5372","1","212","","791","791","791","AGEJDLBK_03484","","","","","","","",""
"group_2515","","hypothetical protein","1","1","1","56","5373","1","213","","461","461","461","AGEJDLBK_03486","","","","","","","",""
"group_2530","","hypothetical protein","1","1","1","56","5405","187","1","","839","839","839","AGEJDLBK_03528","","","","","","","",""
"group_254","","hypothetical protein","1","1","1","56","2288","446","1","","317","317","317","","","GGCDANDK_03196","","","","","",""
"group_2543","","hypothetical protein","1","1","1","56","3647","20","5","","293","293","293","AGEJDLBK_03566","","","","","","","",""
"group_2544","","hypothetical protein","1","1","1","56","3646","20","4","","773","773","773","AGEJDLBK_03567","","","","","","","",""
"group_2548","","hypothetical protein","1","1","1","63","2","174","1","Investigate","1607","1607","1607","AGEJDLBK_03586","","","","","","","",""
"group_2549","","hypothetical protein","1","1","1","63","1","174","2","Investigate","269","269","269","AGEJDLBK_03587","","","","","","","",""
"group_255","","hypothetical protein","1","1","1","56","3934","333","2","","590","590","590","","","","","LDOPIMGM_03620","","","",""
"group_2565","","hypothetical protein","1","1","1","56","4007","55","3","","230","230","230","","MCCDGJGB_00059","","","","","","",""
"group_2566","","hypothetical protein","1","1","1","56","4006","55","2","","473","473","473","","MCCDGJGB_00060","","","","","","",""
"group_2567","","hypothetical protein","1","1","1","56","4005","55","1","","407","407","407","","MCCDGJGB_00061","","","","","","",""
"group_2568","","hypothetical protein","1","1","1","56","4004","55","6","","470","470","470","","MCCDGJGB_00062","","","","","","",""
"group_2569","","hypothetical protein","1","1","1","56","4003","55","7","","905","905","905","","MCCDGJGB_00063","","","","","","",""
"group_257","","hypothetical protein","1","1","1","56","4719","1","921","","137","137","137","","","","IHGJPHMH_00338","","","","",""
"group_2570","","hypothetical protein","1","1","1","56","4002","55","8","","590","590","590","","MCCDGJGB_00064","","","","","","",""
"group_2571","","hypothetical protein","1","1","1","56","3997","55","12","","338","338","338","","MCCDGJGB_00066","","","","","","",""
"group_2572","","hypothetical protein","1","1","1","56","3996","55","13","","248","248","248","","MCCDGJGB_00067","","","","","","",""
"group_2573","","hypothetical protein","1","1","1","56","3995","55","14","","212","212","212","","MCCDGJGB_00068","","","","","","",""
"group_2574","","hypothetical protein","1","1","1","56","3994","55","15","","1436","1436","1436","","MCCDGJGB_00069","","","","","","",""
"group_2583","","hypothetical protein","1","1","1","56","4060","6","18","","101","101","101","","MCCDGJGB_00112","","","","","","",""
"group_259","","hypothetical protein","1","1","1","56","4673","1","1078","","200","200","200","","","GGCDANDK_01726","","","","","",""
"group_260","","hypothetical protein","1","1","1","56","4672","1","1079","","200","200","200","","","","","","EBMLHIBA_02596","","",""
"group_2607","","hypothetical protein","1","1","1","56","257","","","","1775","1775","1775","","MCCDGJGB_00451","","","","","","",""
"group_2608","yjbR","putative protein YjbR","1","1","1","56","1967","344","2","","428","428","428","","MCCDGJGB_00469","","","","","","",""
"group_2609","ansA","putative L-asparaginase","1","1","1","56","1966","344","1","","989","989","989","","MCCDGJGB_00470","","","","","","",""
"group_2620","","hypothetical protein","1","1","1","56","570","1","901","","716","716","716","","MCCDGJGB_00536","","","","","","",""
"group_2621","","hypothetical protein","1","1","1","56","571","1","902","","326","326","326","","MCCDGJGB_00537","","","","","","",""
"group_2622","kdgR_1","Pectin degradation repressor protein KdgR","1","1","1","56","572","1","903","","761","761","761","","MCCDGJGB_00538","","","","","","",""
"pyrD_2","","Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit","1","1","1","56","573","1","904","","944","944","944","","MCCDGJGB_00539","","","","","","",""
"yjhB_1","","Putative metabolite transport protein YjhB","1","1","1","56","574","1","905","","1301","1301","1301","","MCCDGJGB_00540","","","","","","",""
"group_2625","","hypothetical protein","1","1","1","56","575","1","906","","500","500","500","","MCCDGJGB_00541","","","","","","",""
"group_2626","","putative hydrolase","1","1","1","56","576","1","907","","1274","1274","1274","","MCCDGJGB_00542","","","","","","",""
"pyrK","","Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit","1","1","1","56","577","1","908","","902","902","902","","MCCDGJGB_00543","","","","","","",""
"pyrC_2","","Dihydroorotase","1","1","1","56","578","1","909","","1439","1439","1439","","MCCDGJGB_00544","","","","","","",""
"group_2629","","hypothetical protein","1","1","1","56","579","1","910","","449","449","449","","MCCDGJGB_00545","","","","","","",""
"group_2630","","NAD-dependent malic enzyme","1","1","1","56","580","1","911","","1187","1187","1187","","MCCDGJGB_00546","","","","","","",""
"group_2631","","hypothetical protein","1","1","1","56","6765","26","15","","266","266","266","","MCCDGJGB_00553","","","","","","",""
"group_2632","nlhH_1","Carboxylesterase NlhH","1","1","1","56","6764","26","16","","971","971","971","","MCCDGJGB_00554","","","","","","",""
"group_2633","","hypothetical protein","1","1","1","56","6763","26","17","","1004","1004","1004","","MCCDGJGB_00555","","","","","","",""
"group_2634","","hypothetical protein","1","1","1","56","6762","26","18","","281","281","281","","MCCDGJGB_00556","","","","","","",""
"gdhIV","","Glucose 1-dehydrogenase 4","1","1","1","56","6761","26","19","","746","746","746","","MCCDGJGB_00557","","","","","","",""
"group_2636","tsaC1","4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2","1","1","1","56","6760","26","20","","764","764","764","","MCCDGJGB_00558","","","","","","",""
