"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Brachy_341_9.fa","Brachy_738_10.fa","Brachy_862_8.fa","Brachy_876_9.fa","Brachy_900_8.fa","Brachy_908_11.fa","Brachy_947_11.fa","Brachy_962_10.fa","Brachy_JB7.fa"
"uvrD1_4","","ATP-dependent DNA helicase UvrD1","1","1","1","41","2","285","3","","1367","1367","1367","","JOIMIODL_03546","","","","","","",""
"group_2013","dprA_2","Putative DNA processing protein DprA","1","1","1","41","1","285","2","","1007","1007","1007","","JOIMIODL_03547","","","","","","",""
"group_2018","","hypothetical protein","1","1","1","45","2","300","1","Investigate","956","956","956","","JOIMIODL_03552","","","","","","",""
"group_2019","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","45","1","300","2","Investigate","347","347","347","","JOIMIODL_03553","","","","","","",""
"ettA_4","","Energy-dependent translational throttle protein EttA","1","1","1","1","4367","294","3","","1802","1802","1802","","JOIMIODL_03566","","","","","","",""
"group_2021","","hypothetical protein","1","1","1","1","4366","294","2","","419","419","419","","JOIMIODL_03567","","","","","","",""
"group_2022","","hypothetical protein","1","1","1","1","4365","294","1","","383","383","383","","JOIMIODL_03568","","","","","","",""
"group_2023","","hypothetical protein","1","1","1","1","4355","272","1","","965","965","965","","JOIMIODL_03569","","","","","","",""
"group_2024","","hypothetical protein","1","1","1","1","4356","272","2","","356","356","356","","JOIMIODL_03570","","","","","","",""
"group_2025","","hypothetical protein","1","1","1","1","4357","272","9","","1469","1469","1469","","JOIMIODL_03571","","","","","","",""
"group_2026","","hypothetical protein","1","1","1","1","4358","272","8","","572","572","572","","JOIMIODL_03572","","","","","","",""
"virD4_2","","Protein VirD4","1","1","1","1","4359","272","7","","1787","1787","1787","","JOIMIODL_03573","","","","","","",""
"group_2028","","hypothetical protein","1","1","1","1","4360","272","6","","578","578","578","","JOIMIODL_03574","","","","","","",""
"group_2029","","hypothetical protein","1","1","1","1","4361","272","5","","614","614","614","","JOIMIODL_03575","","","","","","",""
"group_2030","","hypothetical protein","1","1","1","1","4362","272","4","","176","176","176","","JOIMIODL_03576","","","","","","",""
"group_2031","","hypothetical protein","1","1","1","1","4363","272","3","","1538","1538","1538","","JOIMIODL_03577","","","","","","",""
"norG","","HTH-type transcriptional regulator NorG","1","1","1","42","1","292","1","","1397","1397","1397","","JOIMIODL_03621","","","","","","",""
"group_2036","","hypothetical protein","1","1","1","42","3","292","2","","1220","1220","1220","","JOIMIODL_03622","","","","","","",""
"group_2037","","hypothetical protein","1","1","1","42","2","292","3","","830","830","830","","JOIMIODL_03623","","","","","","",""
"group_2045","","hypothetical protein","1","1","1","39","3","286","1","","497","497","497","","JOIMIODL_03637","","","","","","",""
"group_2046","","hypothetical protein","1","1","1","39","4","286","2","","206","206","206","","JOIMIODL_03638","","","","","","",""
"group_2047","","hypothetical protein","1","1","1","39","2","286","3","","449","449","449","","JOIMIODL_03639","","","","","","",""
"group_2048","","hypothetical protein","1","1","1","39","1","286","4","","380","380","380","","JOIMIODL_03640","","","","","","",""
"group_2049","","hypothetical protein","1","1","1","34","1","275","7","","281","281","281","","JOIMIODL_03641","","","","","","",""
"gutB","","Sorbitol dehydrogenase","1","1","1","34","2","275","6","","1055","1055","1055","","JOIMIODL_03642","","","","","","",""
"sugB_7","","Trehalose transport system permease protein SugB","1","1","1","34","3","275","5","","884","884","884","","JOIMIODL_03643","","","","","","",""
"group_2052","ugpA_6","sn-glycerol-3-phosphate transport system permease protein UgpA","1","1","1","34","4","275","4","","857","857","857","","JOIMIODL_03644","","","","","","",""
"eltP_2","","Erythritol/L-threitol-binding protein","1","1","1","34","5","275","3","","1370","1370","1370","","JOIMIODL_03645","","","","","","",""
"group_2054","deoR_4","Deoxyribonucleoside regulator","1","1","1","34","6","275","2","","959","959","959","","JOIMIODL_03646","","","","","","",""
"mrr_2","","Mrr restriction system protein","1","1","1","34","7","275","1","","488","488","488","","JOIMIODL_03647","","","","","","",""
"group_2057","","hypothetical protein","1","1","1","47","1","299","1","Investigate","1247","1247","1247","","JOIMIODL_03654","","","","","","",""
"group_2070","","hypothetical protein","1","1","1","82","3","519","1","","233","233","233","","","FOMIDEFL_00696","","","","","",""
"group_2071","","hypothetical protein","1","1","1","82","2","519","2","","128","128","128","","","FOMIDEFL_00697","","","","","",""
"group_2072","","hypothetical protein","1","1","1","82","1","519","3","","1331","1331","1331","","","FOMIDEFL_00698","","","","","",""
"group_2074","","hypothetical protein","1","1","1","1","327","531","1","","770","770","770","","","FOMIDEFL_00829","","","","","",""
"group_2089","","hypothetical protein","1","1","1","1","2340","5","21","","335","335","335","","","FOMIDEFL_01120","","","","","",""
"apt_2","","Adenine phosphoribosyltransferase","1","1","1","1","2339","5","20","","281","281","281","","","FOMIDEFL_01121","","","","","",""
"group_2091","","hypothetical protein","1","1","1","1","2338","5","19","","425","425","425","","","FOMIDEFL_01122","","","","","",""
"mutT2","","Putative 8-oxo-dGTP diphosphatase 2","1","1","1","1","2337","5","18","","413","413","413","","","FOMIDEFL_01123","","","","","",""
"group_2093","","hypothetical protein","1","1","1","1","2336","5","17","","398","398","398","","","FOMIDEFL_01124","","","","","",""
"group_2094","","hypothetical protein","1","1","1","1","2335","5","16","","851","851","851","","","FOMIDEFL_01125","","","","","",""
"group_2095","","hypothetical protein","1","1","1","1","2334","5","15","","416","416","416","","","FOMIDEFL_01126","","","","","",""
"group_2096","dhaK","PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK","1","1","1","1","3906","530","1","","917","917","917","","","FOMIDEFL_01183","","","","","",""
"phoC","","Major phosphate-irrepressible acid phosphatase","1","1","1","1","3911","515","2","","1322","1322","1322","","","FOMIDEFL_01231","","","","","",""
"group_2098","","hypothetical protein","1","1","1","1","3912","515","3","","1823","1823","1823","","","FOMIDEFL_01232","","","","","",""
"group_2099","araQ_9","L-arabinose transport system permease protein AraQ","1","1","1","1","3913","515","4","","821","821","821","","","FOMIDEFL_01233","","","","","",""
"group_21","","hypothetical protein","1","1","1","26","1","125","1","Investigate","659","659","659","HAJKDPKL_03689","","","","","","","",""
"group_2100","ugpA_2","sn-glycerol-3-phosphate transport system permease protein UgpA","1","1","1","1","3914","515","5","","956","956","956","","","FOMIDEFL_01234","","","","","",""
"group_2101","","hypothetical protein","1","1","1","1","3915","515","1","","1274","1274","1274","","","FOMIDEFL_01235","","","","","",""
"group_2102","","hypothetical protein","1","1","1","1","4162","535","1","","602","602","602","","","FOMIDEFL_01278","","","","","",""
"hsdS","","Type-1 restriction enzyme EcoKI specificity protein","1","1","1","1","3647","508","4","","1139","1139","1139","","","FOMIDEFL_01461","","","","","",""
"group_2108","","putative type I restriction enzymeP M protein","1","1","1","1","3651","508","8","","1571","1571","1571","","","FOMIDEFL_01463","","","","","",""
"group_2110","","hypothetical protein","1","1","1","1","1623","513","6","","479","479","479","","","FOMIDEFL_01824","","","","","",""
"group_2111","","hypothetical protein","1","1","1","1","1622","513","5","","866","866","866","","","FOMIDEFL_01825","","","","","",""
"group_2112","","hypothetical protein","1","1","1","1","1621","513","4","","527","527","527","","","FOMIDEFL_01826","","","","","",""
"group_2113","","hypothetical protein","1","1","1","1","1620","513","3","","293","293","293","","","FOMIDEFL_01827","","","","","",""
"group_2114","","hypothetical protein","1","1","1","1","1619","513","2","","242","242","242","","","FOMIDEFL_01828","","","","","",""
"group_2115","","hypothetical protein","1","1","1","1","1618","513","1","","197","197","197","","","FOMIDEFL_01829","","","","","",""
"group_2130","","hypothetical protein","1","1","1","1","961","528","1","","1073","1073","1073","","","FOMIDEFL_02291","","","","","",""
"group_2141","","hypothetical protein","1","1","1","1","1705","54","3","","488","488","488","","","FOMIDEFL_02377","","","","","",""
"nucH","","Thermonuclease","1","1","1","4","62","8","58","","596","596","596","","","FOMIDEFL_02471","","","","","",""
"group_2143","","hypothetical protein","1","1","1","4","61","8","59","","500","500","500","","","FOMIDEFL_02472","","","","","",""
"group_2144","","hypothetical protein","1","1","1","4","60","8","60","","551","551","551","","","FOMIDEFL_02473","","","","","",""
"group_2145","","hypothetical protein","1","1","1","4","59","8","61","","281","281","281","","","FOMIDEFL_02474","","","","","",""
"group_2146","","hypothetical protein","1","1","1","4","58","8","62","","305","305","305","","","FOMIDEFL_02475","","","","","",""
"group_2147","","hypothetical protein","1","1","1","4","57","8","63","","389","389","389","","","FOMIDEFL_02476","","","","","",""
"group_2148","","hypothetical protein","1","1","1","4","56","8","64","","206","206","206","","","FOMIDEFL_02477","","","","","",""
"group_2149","","hypothetical protein","1","1","1","4","55","8","65","","353","353","353","","","FOMIDEFL_02478","","","","","",""
"group_2150","","hypothetical protein","1","1","1","4","54","8","66","","701","701","701","","","FOMIDEFL_02479","","","","","",""
"group_2151","","hypothetical protein","1","1","1","4","53","8","67","","4880","4880","4880","","","FOMIDEFL_02480","","","","","",""
"group_2152","","hypothetical protein","1","1","1","4","52","8","68","","443","443","443","","","FOMIDEFL_02481","","","","","",""
"group_2153","","hypothetical protein","1","1","1","4","51","8","69","","239","239","239","","","FOMIDEFL_02482","","","","","",""
"soj_3","","Sporulation initiation inhibitor protein Soj","1","1","1","4","50","8","70","","578","578","578","","","FOMIDEFL_02483","","","","","",""
"group_2155","","hypothetical protein","1","1","1","4","49","8","71","","992","992","992","","","FOMIDEFL_02484","","","","","",""
"group_2156","","hypothetical protein","1","1","1","4","48","8","72","","2009","2009","2009","","","FOMIDEFL_02485","","","","","",""
"group_2157","","hypothetical protein","1","1","1","4","47","8","23","","242","242","242","","","FOMIDEFL_02486","","","","","",""
"group_2158","","hypothetical protein","1","1","1","4","46","8","22","","266","266","266","","","FOMIDEFL_02487","","","","","",""
"group_2159","espI_2","ESX-1 secretion-associated protein EspI","1","1","1","4","45","8","21","","1610","1610","1610","","","FOMIDEFL_02488","","","","","",""
"group_216","","hypothetical protein","1","1","1","1","121","496","1","","158","158","158","","","","","","","DNNBHHGK_02344","",""
"mepH","","Murein DD-endopeptidase MepH","1","1","1","4","44","8","20","","1154","1154","1154","","","FOMIDEFL_02489","","","","","",""
"group_2161","","hypothetical protein","1","1","1","4","43","8","19","","524","524","524","","","FOMIDEFL_02490","","","","","",""
"group_2162","","hypothetical protein","1","1","1","4","42","8","18","","986","986","986","","","FOMIDEFL_02491","","","","","",""
"group_2163","","hypothetical protein","1","1","1","4","41","8","17","","644","644","644","","","FOMIDEFL_02492","","","","","",""
"group_2164","","hypothetical protein","1","1","1","4","40","8","16","","287","287","287","","","FOMIDEFL_02493","","","","","",""
"group_2165","","hypothetical protein","1","1","1","4","39","8","15","","698","698","698","","","FOMIDEFL_02494","","","","","",""
"group_2166","","hypothetical protein","1","1","1","4","38","8","14","","1715","1715","1715","","","FOMIDEFL_02495","","","","","",""
"group_2167","","hypothetical protein","1","1","1","4","37","8","13","","1511","1511","1511","","","FOMIDEFL_02496","","","","","",""
"group_2168","","hypothetical protein","1","1","1","4","36","8","12","","959","959","959","","","FOMIDEFL_02497","","","","","",""
"group_2169","","hypothetical protein","1","1","1","4","35","8","11","","1724","1724","1724","","","FOMIDEFL_02498","","","","","",""
"group_2170","","hypothetical protein","1","1","1","4","34","8","10","","410","410","410","","","FOMIDEFL_02499","","","","","",""
"group_2171","","hypothetical protein","1","1","1","4","33","8","9","","1286","1286","1286","","","FOMIDEFL_02500","","","","","",""
"group_2172","","hypothetical protein","1","1","1","4","32","8","8","","416","416","416","","","FOMIDEFL_02501","","","","","",""
"group_2173","","hypothetical protein","1","1","1","4","31","8","7","","1406","1406","1406","","","FOMIDEFL_02502","","","","","",""
"group_2174","","hypothetical protein","1","1","1","4","30","8","6","","1694","1694","1694","","","FOMIDEFL_02503","","","","","",""
"group_2175","","hypothetical protein","1","1","1","4","29","8","5","","485","485","485","","","FOMIDEFL_02504","","","","","",""
"group_2176","nrdH_1","Glutaredoxin-like protein NrdH","1","1","1","4","28","8","4","","1787","1787","1787","","","FOMIDEFL_02505","","","","","",""
